
***             Voronoi Diagram k = 7175         ***
index	sx	sy	ls	mi
      814	    100	    459	       4.9	       128
      815	    108	    458	      7.28	        96
      816	    745	    713	      12.6	        75
      817	    739	    729	      3.32	       140
      818	    720	    727	      3.87	        89
      819	    734	    700	      16.3	        63
      820	     72	    173	      5.92	        76
      821	     65	    182	      10.3	        19
      822	     50	    187	      10.3	        19
      823	     54	    159	      13.7	        81
      824	     66	    408	      7.87	        73
      825	     28	    445	      22.5	        19
      826	     60	    411	      5.74	        79
      827	     43	    368	      9.43	        73
      828	     34	    374	      7.28	        71
      829	    641	    118	         5	       108
      830	    637	    129	      4.47	        70
      831	    622	    123	      7.28	       108
      832	    635	    115	       5.1	       110
      833	    632	     92	      3.61	       104
      834	    630	     95	      3.32	        79
      835	    625	     96	      3.74	        92
      836	    497	     85	      13.9	        19
      837	    492	     71	      7.42	        19
      838	    481	     34	      14.6	        19
      839	    514	     60	      4.24	       122
      840	    520	     62	      3.46	      76.5
      841	    727	    459	      13.5	        56
      842	    711	    459	      4.47	        21
      843	    705	    448	      8.31	        74
      844	    712	    446	      8.83	      69.5
      845	    722	    450	      11.6	        58
      846	    550	    403	      5.83	        19
      847	    556	    404	      4.24	      84.5
      848	    546	    400	      4.24	        60
      849	    536	    400	      5.74	        18
      850	    697	    508	      8.72	        19
      851	    692	    500	         6	        19
      852	    569	    495	      6.56	        19
      853	    560	    496	      6.56	        55
      854	    560	    481	      7.42	        19
      855	    552	    490	      4.12	        41
      856	    544	    493	      6.24	        36
      857	    540	    482	      7.62	      45.5
      858	    546	    482	      5.29	        53
      859	    608	    593	      10.1	        48
      860	    607	    578	      14.1	        19
      861	    467	    467	      8.12	        43
      862	    459	    471	       6.4	        38
      863	    456	    466	      4.69	        42
      864	    451	    455	      9.11	        19
      865	    462	    459	      6.32	      32.5
      866	    458	    450	      7.94	        19
      867	    453	    444	      8.31	        19
      868	    491	    447	      9.59	        41
      869	    493	    458	      11.7	        43
      870	    482	    460	      9.85	        43
      871	    474	    452	         5	        44
      872	    476	    444	      3.87	        49
      873	    488	    231	      3.87	        52
      874	    482	    234	      4.36	        58
      875	    477	    227	       5.1	      77.5
      876	    479	    220	       4.8	        18
      877	    467	    209	      5.66	        19
      878	    461	    212	      3.74	        20
      879	    453	    214	      5.83	        88
      880	    449	    195	      9.38	       120
      881	    458	    196	      4.36	       131
      882	    471	    200	      6.93	        19
      883	    307	    181	      4.36	       108
      884	    307	    187	      6.48	       138
      885	    294	    191	      9.64	        85
      886	    292	    178	       5.2	        28
      887	    304	    175	      5.57	        21
      888	    253	    141	      4.69	      65.5
      889	    248	    144	      7.35	        76
      890	    246	    133	         6	        28
      891	    170	    303	      7.42	        19
      892	    176	    321	         5	        19
      893	    182	    293	       4.9	      85.5
      894	    172	    298	      5.66	      20.5
      895	    161	    299	      10.8	        19
      896	    370	    395	      9.38	        19
      897	    355	    384	      5.74	        70
      898	    334	    380	       4.8	        70
      899	    329	    375	      3.87	        70
      900	    223	    370	      3.87	       115
      901	    219	    368	         4	       104
      902	    218	    358	      7.14	        93
      903	    236	    358	         4	        95
      904	    422	    410	       5.2	        17
      905	    420	    418	      2.65	        82
      906	    414	    415	      2.45	        16
      907	    407	    407	      3.87	        79
      908	    409	    404	      4.24	      68.5
      909	    439	    401	      5.39	        20
      910	    430	    401	      3.61	        19
      911	    424	    390	         8	        83
      912	    437	    388	      5.29	        85
      913	    136	    177	      7.87	        19
      914	    128	    167	      5.66	        82
      915	    550	    666	      4.58	       111
      916	    542	    671	         4	        93
      917	    537	    667	      4.58	       150
      918	    539	    661	      5.57	        86
      919	    545	    661	       4.8	        75
      920	    343	    482	      8.19	        19
      921	    342	    489	      6.56	        53
      922	    336	    489	       4.9	        64
      923	    158	    462	         4	      81.5
      924	    162	    444	      7.87	        19
      925	    165	    422	      6.24	        77
      926	    163	    434	      6.08	        19
      927	    157	    433	      3.16	        92
      928	    170	    422	      4.24	      87.5
      929	    167	    412	      9.06	      75.5
      930	    176	    415	       4.8	        90
      931	    115	    341	      5.29	        21
      932	    112	    359	      6.16	        19
      933	    103	    360	       8.6	      17.5
      934	     97	    355	      11.2	        19
      935	    100	    338	      9.95	        19
      936	    702	    584	      13.6	        53
      937	    692	    598	      5.29	      59.5
      938	    688	    597	      4.24	        27
